policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density
ID55460,1.073976139,0.02,0.682692308,C8,8794
ID55461,1.155384704,0.08,0.721153846,C8,8794
ID55462,1.109990241,0.08,0.548076923,C8,8794
ID55463,1.044279506,0.06,0.326923077,C8,8794
ID55464,0.044536829,0.04,0.451923077,C2,27003
ID55465,1.10386302,0.06,0.394230769,C14,7788
ID55466,1.141991878,0.03,0.490384615,C7,6112
ID55467,0.507876927,0,0.490384615,C1,4990
ID55468,0.096497755,0.12,0.336538462,C8,8794
ID55469,0.589358812,0.03,0.326923077,C10,73430
ID55470,0.893518497,0.01,0.490384615,C1,4990
ID55471,0.535796564,0.01,0.471153846,C9,17804
ID55472,0.044832399,0.06,0.451923077,C7,6112
ID55473,1.001175057,0.01,0.451923077,C10,73430
ID55474,0.436116926,0.1,0.375,C19,27742
ID55475,0.020909114,0.02,0.394230769,C12,34791
ID55476,1.240007387,0.07,0.461538462,C14,7788
ID55477,1.108344917,0.07,0.394230769,C18,35036
ID55478,1.144530419,0.04,0.798076923,C8,8794
ID55479,1.034448014,0.27,0.701923077,C8,8794
ID55480,0.620583266,0.15,0.548076923,C8,8794
ID55481,1.158953405,0.08,0.375,C14,7788
ID55482,1.030281122,0.18,0.413461538,C6,13051
ID55483,1.105864482,0.03,0.471153846,C14,7788
ID55484,0.08104491,0.09,0.682692308,C10,73430
ID55485,1.072469043,0.03,0.692307692,C2,27003
ID55486,0.387837338,0.02,0.471153846,C1,4990
ID55487,0.591967636,0.07,0.288461538,C2,27003
ID55488,0.889918971,0.05,0.355769231,C2,27003
ID55489,0.086150291,0.11,0.346153846,C10,73430
ID55490,0.130890051,0.03,0.365384615,C13,5410
ID55491,0.482899247,0.01,0.298076923,C2,27003
ID55492,0.268029317,0.13,0.442307692,C10,73430
ID55493,0.954711896,0.16,0.528846154,C2,27003
ID55494,0.488257822,0.02,0.365384615,C13,5410
ID55495,0.346471391,0.02,0.519230769,C5,34738
ID55496,0.442780421,0.07,0.778846154,C10,73430
ID55497,1.002423111,0.12,0.298076923,C10,73430
ID55498,0.646512543,0.04,0.548076923,C13,5410
ID55499,0.010686085,0.13,0.326923077,C19,27742
ID55500,0.022883411,0.01,0.625,C10,73430
ID55501,0.099081097,0.13,0.461538462,C7,6112
ID55502,0.087500141,0.08,0.673076923,C10,73430
ID55503,0.34478977,0,0.480769231,C19,27742
ID55504,0.02388647,0,0.403846154,C13,5410
ID55505,1.135278742,0.05,0.509615385,C8,8794
ID55506,0.114296581,0.12,0.548076923,C14,7788
ID55507,1.044405232,0.16,0.538461538,C14,7788
ID55508,1.028236929,0.02,0.432692308,C3,4076
ID55509,1.194237849,0.08,0.461538462,C19,27742
ID55510,0.28214651,0.09,0.403846154,C13,5410
ID55511,0.325859848,0.13,0.5,C2,27003
ID55512,1.19103194,0.06,0.644230769,C2,27003
ID55513,0.875495559,0,0.490384615,C5,34738
ID55514,1.213936761,0.07,0.730769231,C8,8794
ID55515,1.163234083,0.13,0.394230769,C14,7788
ID55516,1.000226044,0.02,0.480769231,C11,6108
ID55517,0.189205766,0,0.288461538,C3,4076
ID55518,0.562918019,0.01,0.596153846,C3,4076
ID55519,0.940333274,0.12,0.413461538,C2,27003
ID55520,0.395493397,0.05,0.423076923,C2,27003
ID55521,0.228844987,0.05,0.557692308,C8,8794
ID55522,0.943948648,0.06,0.317307692,C2,27003
ID55523,0.379760727,0.11,0.413461538,C2,27003
ID55524,1.0481027,0.13,0.490384615,C14,7788
ID55525,0.796537278,0.09,0.413461538,C8,8794
ID55526,1.194323084,0.05,0.788461538,C19,27742
ID55527,0.113137177,0.21,0.461538462,C7,6112
ID55528,0.541728844,0.05,0.605769231,C7,6112
ID55529,0.222440047,0.07,0.557692308,C13,5410
ID55530,0.45355439,0,0.403846154,C7,6112
ID55531,0.38319928,0.15,0.432692308,C12,34791
ID55532,0.942916354,0.1,0.567307692,C8,8794
ID55533,0.221017943,0,0.519230769,C8,8794
ID55534,0.183420223,0.02,0.451923077,C3,4076
ID55535,1.244709112,0.01,0.721153846,C9,17804
ID55536,0.083485418,0.16,0.355769231,C2,27003
ID55537,1.025768028,0.07,0.355769231,C5,34738
ID55538,0.187313188,0.04,0.451923077,C2,27003
ID55539,0.311545238,0.01,0.480769231,C2,27003
ID55540,0.427392505,0.11,0.355769231,C8,8794
ID55541,0.330498,0.04,0.346153846,C2,27003
ID55542,0.081176456,0.04,0.625,C5,34738
ID55543,0.857929972,0.04,0.403846154,C3,4076
ID55544,1.136433726,0.04,0.692307692,C14,7788
ID55545,0.888084711,0.02,0.336538462,C13,5410
ID55546,0.400578619,0.11,0.423076923,C12,34791
ID55547,0.217944935,0.01,0.596153846,C3,4076
ID55548,0.053347157,0.08,0.346153846,C13,5410
ID55549,1.044314828,0.21,0.432692308,C8,8794
ID55550,0.11413293,0.07,0.586538462,C8,8794
ID55551,0.518846242,0.03,0.432692308,C3,4076
ID55552,0.070641482,0.08,0.490384615,C5,34738
ID55553,0.521982532,0.18,0.480769231,C4,21622
ID55554,0.895549914,0,0.307692308,C9,17804
ID55555,1.04776152,0.19,0.346153846,C14,7788
ID55556,0.070305527,0.14,0.384615385,C21,3264
ID55557,0.098631104,0.06,0.298076923,C5,34738
ID55558,0.35318161,0.02,0.528846154,C8,8794
ID55559,1.10749468,0.07,0.326923077,C8,8794
ID55560,0.301702541,0.1,0.663461538,C8,8794
ID55561,0.073768936,0.01,0.548076923,C14,7788
ID55562,1.027960718,0.05,0.528846154,C1,4990
ID55563,0.739853555,0.14,0.346153846,C13,5410
ID55564,0.60095552,0,0.326923077,C8,8794
ID55565,1.21968569,0.14,0.557692308,C13,5410
ID55566,0.63819,0.02,0.480769231,C14,7788
ID55567,0.470273952,0.01,0.567307692,C14,7788
ID55568,0.458005307,0.09,0.605769231,C2,27003
ID55569,0.3901106,0.09,0.365384615,C9,17804
ID55570,0.394471375,0.16,0.288461538,C8,8794
ID55571,0.089917691,0.09,0.471153846,C7,6112
ID55572,0.022744782,0.02,0.548076923,C2,27003
ID55573,0.464717941,0.1,0.673076923,C8,8794
ID55574,0.102538557,0,0.317307692,C4,21622
ID55575,0.416659926,0.02,0.596153846,C2,27003
ID55576,0.168992584,0.03,0.509615385,C8,8794
ID55577,0.087444799,0.09,0.326923077,C7,6112
ID55578,1.079049792,0.04,0.769230769,C13,5410
ID55579,1.003700656,0.06,0.384615385,C12,34791
ID55580,0.112067963,0,0.442307692,C14,7788
ID55581,0.544669607,0.02,0.548076923,C5,34738
ID55582,0.046752092,0.03,0.596153846,C3,4076
ID55583,0.085201586,0.07,0.461538462,C2,27003
ID55584,0.710030298,0.06,0.326923077,C12,34791
ID55585,0.653440715,0.01,0.480769231,C2,27003
ID55586,0.418995121,0.03,0.288461538,C10,73430
ID55587,0.569458759,0,0.480769231,C3,4076
ID55588,1.110074425,0.1,0.355769231,C11,6108
ID55589,0.575795753,0.04,0.471153846,C9,17804
ID55590,0.244844644,0.15,0.423076923,C8,8794
ID55591,1.100061323,0.06,0.384615385,C2,27003
ID55592,1.011505006,0.15,0.442307692,C8,8794
ID55593,0.531955064,0.01,0.625,C12,34791
ID55594,0.303492782,0.11,0.423076923,C15,290
ID55595,0.738652558,0,0.519230769,C13,5410
ID55596,0.884685029,0.1,0.528846154,C8,8794
ID55597,0.961873574,0,0.375,C10,73430
ID55598,1.127000838,0.05,0.653846154,C14,7788
ID55599,1.231633909,0.11,0.557692308,C8,8794
ID55600,0.706005531,0.06,0.413461538,C2,27003
ID55601,1.065968042,0.01,0.471153846,C13,5410
ID55602,0.548236832,0,0.365384615,C8,8794
ID55603,0.658773651,0.01,0.461538462,C2,27003
ID55604,0.085777421,0.18,0.557692308,C14,7788
ID55605,0.344658913,0.12,0.375,C2,27003
ID55606,0.447286526,0.05,0.365384615,C21,3264
ID55607,1.096097355,0.03,0.519230769,C8,8794
ID55608,0.043692662,0.13,0.807692308,C14,7788
ID55609,0.907675978,0.03,0.567307692,C5,34738
ID55610,0.008274131,0,0.317307692,C2,27003
ID55611,1.10302904,0.05,0.576923077,C2,27003
ID55612,0.627258226,0.08,0.326923077,C13,5410
ID55613,1.087193103,0.1,0.298076923,C3,4076
ID55614,0.084763957,0.05,0.365384615,C13,5410
ID55615,0.096881529,0,0.5,C2,27003
ID55616,0.590051132,0.13,0.307692308,C8,8794
ID55617,0.418043427,0.01,0.355769231,C7,6112
ID55618,0.300435494,0.01,0.394230769,C8,8794
ID55619,0.84507291,0.15,0.471153846,C4,21622
ID55620,0.872173362,0.13,0.528846154,C2,27003
ID55621,0.076382152,0,0.394230769,C3,4076
ID55622,0.835061089,0.01,0.471153846,C8,8794
ID55623,0.100291974,0.11,0.336538462,C2,27003
ID55624,1.122789254,0.05,0.307692308,C2,27003
ID55625,0.575920124,0.01,0.298076923,C2,27003
ID55626,0.713930777,0.01,0.557692308,C17,65567
ID55627,0.093247893,0.13,0.298076923,C8,8794
ID55628,0.143280613,0,0.384615385,C14,7788
ID55629,0.458124997,0.07,0.480769231,C16,16206
ID55630,0.801924775,0.1,0.394230769,C7,6112
ID55631,0.622231688,0.06,0.355769231,C5,34738
ID55632,1.247317551,0.06,0.605769231,C8,8794
ID55633,0.65634244,0.15,0.336538462,C19,27742
ID55634,0.097209153,0.16,0.586538462,C15,290
ID55635,1.188963727,0.05,0.644230769,C8,8794
ID55636,1.001511833,0.04,0.644230769,C5,34738
ID55637,0.799215729,0.01,0.346153846,C3,4076
ID55638,1.190612935,0.07,0.461538462,C14,7788
ID55639,0.021022075,0.01,0.519230769,C3,4076
ID55640,1.011411804,0.17,0.538461538,C5,34738
ID55641,0.118709473,0,0.442307692,C2,27003
ID55642,0.802908912,0.13,0.548076923,C5,34738
ID55643,1.039465778,0.1,0.346153846,C13,5410
ID55644,1.065309855,0.03,0.288461538,C14,7788
ID55645,1.034579927,0.15,0.557692308,C8,8794
ID55646,1.194772128,0.1,0.403846154,C8,8794
ID55647,0.036404052,0.02,0.701923077,C14,7788
ID55648,0.959466349,0,0.375,C6,13051
ID55649,0.4215986,0.15,0.365384615,C5,34738
ID55650,0.069307123,0,0.644230769,C8,8794
ID55651,1.114242554,0.15,0.317307692,C8,8794
ID55652,1.15134306,0.02,0.461538462,C2,27003
ID55653,0.296494282,0.06,0.336538462,C11,6108
ID55654,0.561759418,0.02,0.538461538,C9,17804
ID55655,0.011496008,0.02,0.509615385,C2,27003
ID55656,0.199863697,0.18,0.509615385,C3,4076
ID55657,0.586902213,0.03,0.5,C6,13051
ID55658,1.026567158,0.16,0.528846154,C8,8794
ID55659,0.296724743,0.04,0.326923077,C7,6112
ID55660,0.081894388,0.18,0.346153846,C3,4076
ID55661,0.555384291,0.13,0.336538462,C8,8794
ID55662,0.070425015,0.03,0.307692308,C13,5410
ID55663,1.153207343,0.04,0.480769231,C14,7788
ID55664,0.234035371,0.02,0.528846154,C3,4076
ID55665,0.259224675,0.02,0.461538462,C8,8794
ID55666,0.240357043,0.12,0.567307692,C8,8794
ID55667,0.044466697,0.17,0.307692308,C6,13051
ID55668,1.128039065,0.09,0.490384615,C8,8794
ID55669,0.437646432,0.02,0.471153846,C2,27003
ID55670,0.436989797,0.07,0.375,C2,27003
ID55671,0.030520872,0.02,0.384615385,C3,4076
ID55672,1.156328754,0.05,0.586538462,C14,7788
ID55673,0.267297451,0.05,0.451923077,C3,4076
ID55674,0.62296584,0.01,0.471153846,C3,4076
ID55675,0.478765421,0.08,0.471153846,C5,34738
ID55676,0.298995938,0.02,0.528846154,C2,27003
ID55677,0.490829948,0,0.298076923,C2,27003
ID55678,0.396137897,0.04,0.528846154,C17,65567
ID55679,0.320025838,0.01,0.567307692,C2,27003
ID55680,1.210558946,0.12,0.480769231,C13,5410
ID55681,0.879100862,0.1,0.326923077,C8,8794
ID55682,1.219247939,0.16,0.605769231,C8,8794
ID55683,1.004028276,0.02,0.586538462,C5,34738
ID55684,0.09494969,0,0.519230769,C10,73430
ID55685,1.193929627,0.09,0.317307692,C8,8794
ID55686,0.281041335,0.08,0.461538462,C12,34791
ID55687,1.054366182,0.14,0.557692308,C19,27742
ID55688,0.402027508,0.1,0.365384615,C10,73430
ID55689,0.243032715,0.05,0.490384615,C14,7788
ID55690,0.1205453,0.12,0.519230769,C2,27003
ID55691,0.570143081,0.01,0.326923077,C10,73430
ID55692,0.089943176,0.06,0.346153846,C8,8794
ID55693,0.071484144,0.18,0.298076923,C8,8794
ID55694,1.096938574,0.04,0.548076923,C13,5410
ID55695,0.286667037,0.15,0.355769231,C5,34738
ID55696,1.015853681,0.03,0.711538462,C7,6112
ID55697,0.908241996,0.01,0.461538462,C19,27742
ID55698,1.098580686,0.01,0.413461538,C8,8794
ID55699,0.162426461,0.12,0.471153846,C2,27003
ID55700,0.613324886,0.15,0.365384615,C7,6112
ID55701,1.171046677,0.02,0.519230769,C13,5410
ID55702,0.084962693,0.02,0.336538462,C10,73430
ID55703,0.505037833,0.05,0.442307692,C2,27003
ID55704,1.158010175,0.13,0.5,C8,8794
ID55705,0.123265261,0.13,0.490384615,C14,7788
ID55706,0.559565291,0.1,0.528846154,C14,7788
ID55707,0.928017995,0.01,0.663461538,C8,8794
ID55708,0.776803261,0.01,0.576923077,C3,4076
ID55709,0.508545785,0.02,0.365384615,C10,73430
ID55710,1.112843351,0.06,0.317307692,C8,8794
ID55711,1.095048989,0.18,0.423076923,C10,73430
ID55712,0.794666629,0.08,0.384615385,C2,27003
ID55713,0.385005871,0.07,0.461538462,C2,27003
ID55714,1.08363416,0.05,0.288461538,C7,6112
ID55715,0.602861193,0.04,0.596153846,C8,8794
ID55716,0.699393312,0.01,0.509615385,C3,4076
ID55717,1.166877697,0.14,0.451923077,C13,5410
ID55718,0.738105032,0,0.596153846,C8,8794
ID55719,0.789496709,0.04,0.365384615,C9,17804
ID55720,0.52665904,0.13,0.461538462,C4,21622
ID55721,0.367836202,0.1,0.548076923,C5,34738
ID55722,0.24641672,0.01,0.432692308,C2,27003
ID55723,1.021348702,0.02,0.548076923,C3,4076
ID55724,1.036972528,0.01,0.307692308,C10,73430
ID55725,0.084780051,0,0.644230769,C4,21622
ID55726,0.849256704,0.04,0.413461538,C2,27003
ID55727,0.099402602,0.01,0.509615385,C15,290
ID55728,0.776373453,0,0.519230769,C3,4076
ID55729,0.278319812,0.14,0.509615385,C13,5410
ID55730,0.965197773,0.07,0.451923077,C2,27003
ID55731,1.178986783,0.12,0.288461538,C8,8794
ID55732,1.04211121,0.19,0.423076923,C1,4990
ID55733,0.547871222,0.01,0.346153846,C10,73430
ID55734,0.353723691,0.02,0.5,C8,8794
ID55735,1.110143517,0.08,0.413461538,C2,27003
ID55736,0.610553978,0.07,0.634615385,C5,34738
ID55737,0.003310649,0.04,0.336538462,C3,4076
ID55738,0.226352904,0.06,0.384615385,C7,6112
ID55739,1.147670671,0.16,0.413461538,C10,73430
ID55740,1.229501758,0.02,0.442307692,C1,4990
ID55741,0.070785059,0.1,0.307692308,C7,6112
ID55742,1.020690534,0.03,0.75,C5,34738
ID55743,0.084009036,0.02,0.298076923,C5,34738
ID55744,0.751147685,0.17,0.355769231,C8,8794
ID55745,0.422108746,0,0.596153846,C2,27003
ID55746,1.100544365,0.07,0.596153846,C14,7788
ID55747,0.055729147,0,0.596153846,C5,34738
ID55748,0.186746343,0.07,0.442307692,C11,6108
ID55749,0.006848464,0.1,0.307692308,C9,17804
ID55750,0.356654688,0,0.548076923,C8,8794
ID55751,1.111560999,0.14,0.307692308,C8,8794
ID55752,0.625832968,0.17,0.413461538,C2,27003
ID55753,1.044330009,0.04,0.355769231,C13,5410
ID55754,0.291771887,0.07,0.480769231,C10,73430
ID55755,0.696804238,0.12,0.423076923,C2,27003
ID55756,1.206152063,0.1,0.490384615,C5,34738
ID55757,0.034008518,0.12,0.471153846,C14,7788
ID55758,0.199340798,0.19,0.5,C9,17804
ID55759,0.589630724,0.1,0.625,C8,8794
ID55760,0.456122541,0.01,0.625,C2,27003
ID55761,1.015048651,0,0.596153846,C11,6108
ID55762,0.479975223,0.12,0.288461538,C10,73430
ID55763,0.083232552,0,0.576923077,C19,27742
ID55764,1.007381629,0.02,0.528846154,C2,27003
ID55765,0.397152176,0.06,0.355769231,C9,17804
ID55766,1.150060957,0.12,0.548076923,C8,8794
ID55767,1.177661438,0.04,0.461538462,C14,7788
ID55768,0.142019454,0.09,0.528846154,C13,5410
ID55769,1.013833184,0,0.375,C8,8794
ID55770,0.881973651,0,0.317307692,C1,4990
ID55771,0.431304307,0.05,0.5,C7,6112
ID55772,0.715189574,0.02,0.307692308,C5,34738
ID55773,0.197565186,0.15,0.423076923,C8,8794
ID55774,0.114259105,0.14,0.490384615,C6,13051
ID55775,1.041987851,0.04,0.596153846,C8,8794
ID55776,0.085122559,0.17,0.413461538,C5,34738
ID55777,1.159994717,0.03,0.451923077,C3,4076
ID55778,1.005993268,0.14,0.625,C9,17804
ID55779,0.414929811,0.02,0.375,C6,13051
ID55780,0.123560802,0.07,0.730769231,C8,8794
ID55781,0.903520405,0.06,0.403846154,C2,27003
ID55782,0.477887066,0.13,0.538461538,C13,5410
ID55783,1.060067024,0.12,0.759615385,C14,7788
ID55784,0.262547508,0.01,0.471153846,C5,34738
ID55785,0.980859716,0.02,0.384615385,C13,5410
ID55786,1.231800409,0.01,0.740384615,C8,8794
ID55787,0.244905866,0.08,0.403846154,C2,27003
ID55788,1.1237215,0.07,0.298076923,C8,8794
ID55789,0.04942532,0.1,0.298076923,C3,4076
ID55790,0.434814733,0.09,0.326923077,C3,4076
ID55791,0.137245065,0,0.423076923,C8,8794
ID55792,0.505804512,0.03,0.548076923,C3,4076
ID55793,1.174154333,0.09,0.519230769,C8,8794
ID55794,0.060966552,0.01,0.490384615,C8,8794
ID55795,1.217519017,0.11,0.375,C1,4990
ID55796,0.088397069,0.1,0.307692308,C2,27003
ID55797,0.123256034,0,0.615384615,C1,4990
ID55798,1.152667083,0.06,0.403846154,C14,7788
ID55799,0.720961479,0.13,0.576923077,C9,17804
ID55800,0.040406453,0.02,0.548076923,C7,6112
ID55801,1.022583369,0.03,0.5,C2,27003
ID55802,0.166266538,0.16,0.480769231,C14,7788
ID55803,0.911800367,0.06,0.394230769,C2,27003
ID55804,0.112046506,0.02,0.653846154,C8,8794
ID55805,0.556340251,0.06,0.307692308,C5,34738
ID55806,0.169689207,0.13,0.403846154,C4,21622
ID55807,1.152717471,0.06,0.538461538,C8,8794
ID55808,0.419615496,0.09,0.355769231,C5,34738
ID55809,0.03541531,0.06,0.394230769,C5,34738
ID55810,0.420043321,0.12,0.480769231,C5,34738
ID55811,0.358103664,0.01,0.384615385,C3,4076
ID55812,1.235154561,0.02,0.413461538,C11,6108
ID55813,0.19368035,0.07,0.432692308,C3,4076
ID55814,1.094926648,0.09,0.5,C8,8794
ID55815,0.220448703,0.23,0.298076923,C10,73430
ID55816,0.084533941,0.13,0.586538462,C3,4076
ID55817,1.076084027,0.02,0.509615385,C9,17804
ID55818,1.043936025,0.01,0.509615385,C3,4076
ID55819,0.099357661,0.05,0.586538462,C8,8794
ID55820,0.099858504,0,0.413461538,C7,6112
ID55821,0.652957355,0.04,0.355769231,C9,17804
ID55822,0.766982533,0,0.557692308,C3,4076
ID55823,0.332387414,0.02,0.471153846,C1,4990
ID55824,0.300985832,0.01,0.644230769,C12,34791
ID55825,1.10013626,0.14,0.634615385,C11,6108
ID55826,0.14181888,0.04,0.432692308,C3,4076
ID55827,0.576259499,0.06,0.567307692,C11,6108
ID55828,0.757245454,0.16,0.711538462,C8,8794
ID55829,1.058616012,0.06,0.394230769,C2,27003
ID55830,0.515353393,0.17,0.451923077,C8,8794
ID55831,0.262042098,0.13,0.567307692,C5,34738
ID55832,1.026454145,0.1,0.384615385,C5,34738
ID55833,1.161707657,0.14,0.528846154,C3,4076
ID55834,0.089492953,0.02,0.548076923,C5,34738
ID55835,1.182882952,0.12,0.461538462,C8,8794
ID55836,1.198595129,0.11,0.576923077,C5,34738
ID55837,0.760984777,0.02,0.634615385,C13,5410
ID55838,0.149286892,0.07,0.307692308,C8,8794
ID55839,1.239986078,0.03,0.403846154,C8,8794
ID55840,0.470090067,0.02,0.567307692,C9,17804
ID55841,0.511304394,0.02,0.384615385,C5,34738
ID55842,0.267642208,0.05,0.567307692,C8,8794
ID55843,0.908088502,0.04,0.355769231,C3,4076
ID55844,0.355809779,0.04,0.509615385,C3,4076
ID55845,0.311136235,0.17,0.615384615,C13,5410
ID55846,0.234349682,0.07,0.365384615,C3,4076
ID55847,1.217319899,0.05,0.625,C10,73430
ID55848,0.040828343,0,0.538461538,C10,73430
ID55849,0.999730897,0.01,0.548076923,C7,6112
ID55850,1.246921551,0.05,0.538461538,C13,5410
ID55851,0.285398092,0.03,0.740384615,C8,8794
ID55852,0.657102243,0.04,0.384615385,C3,4076
ID55853,0.083434725,0.01,0.567307692,C8,8794
ID55854,0.622804667,0.07,0.432692308,C5,34738
ID55855,0.010964747,0,0.75,C5,34738
ID55856,0.197596264,0.15,0.442307692,C1,4990
ID55857,0.547910403,0.07,0.423076923,C18,35036
ID55858,0.049852966,0,0.625,C2,27003
ID55859,0.214840837,0.01,0.298076923,C6,13051
ID55860,0.593408562,0,0.423076923,C2,27003
ID55861,1.148376618,0.04,0.480769231,C5,34738
ID55862,1.178513117,0.13,0.394230769,C9,17804
ID55863,0.842826401,0.09,0.403846154,C8,8794
ID55864,1.017477784,0.04,0.355769231,C14,7788
ID55865,0.037383061,0,0.548076923,C5,34738
ID55866,0.803523818,0,0.346153846,C3,4076
ID55867,0.909769256,0.01,0.375,C17,65567
ID55868,0.634491238,0.02,0.413461538,C17,65567
ID55869,1.097455983,0.05,0.432692308,C8,8794
ID55870,0.097238063,0.07,0.346153846,C2,27003
ID55871,0.456880573,0.1,0.644230769,C13,5410
ID55872,1.22258378,0.03,0.365384615,C5,34738
ID55873,1.088764523,0.09,0.461538462,C13,5410
ID55874,1.18321235,0.03,0.663461538,C19,27742
ID55875,0.049693129,0.21,0.471153846,C13,5410
ID55876,0.02437501,0.15,0.471153846,C3,4076
ID55877,0.111334183,0.08,0.403846154,C2,27003
ID55878,0.293619596,0.04,0.365384615,C18,35036
ID55879,1.135680751,0.11,0.528846154,C4,21622
ID55880,0.096077719,0.12,0.451923077,C7,6112
ID55881,0.830243527,0.23,0.413461538,C2,27003
ID55882,0.045530043,0.01,0.326923077,C8,8794
ID55883,0.787999217,0.03,0.355769231,C11,6108
ID55884,0.182116475,0.09,0.346153846,C5,34738
ID55885,0.198932795,0,0.471153846,C3,4076
ID55886,1.077724148,0.03,0.442307692,C2,27003
ID55887,0.893253713,0.02,0.692307692,C21,3264
ID55888,1.061666718,0.04,0.451923077,C2,27003
ID55889,0.252161999,0.09,0.490384615,C8,8794
ID55890,1.049551878,0.15,0.567307692,C8,8794
ID55891,0.081490321,0.1,0.403846154,C5,34738
ID55892,1.013237605,0.05,0.442307692,C8,8794
ID55893,0.242265116,0.02,0.432692308,C2,27003
ID55894,1.026290111,0.07,0.394230769,C2,27003
ID55895,0.082554318,0.02,0.634615385,C10,73430
ID55896,1.185792453,0.13,0.634615385,C8,8794
ID55897,0.276995876,0.14,0.375,C8,8794
ID55898,0.727334207,0.01,0.336538462,C11,6108
ID55899,1.34242241,0,0.384615385,C1,4990
ID55900,0.095918324,0.01,0.509615385,C9,17804
ID55901,1.047014274,0.07,0.817307692,C8,8794
ID55902,1.020988801,0.24,0.413461538,C8,8794
ID55903,1.016542462,0.19,0.451923077,C19,27742
ID55904,0.391578866,0.13,0.471153846,C8,8794
ID55905,1.050752184,0.04,0.326923077,C13,5410
ID55906,1.105814262,0.12,0.346153846,C17,65567
ID55907,0.297242783,0.07,0.615384615,C1,4990
ID55908,0.161644411,0.1,0.326923077,C8,8794
ID55909,0.092656216,0.14,0.384615385,C6,13051
ID55910,1.001168094,0.08,0.451923077,C8,8794
ID55911,1.231831139,0.04,0.490384615,C11,6108
ID55912,0.178729131,0.17,0.490384615,C8,8794
ID55913,0.704931788,0.07,0.451923077,C2,27003
ID55914,1.06667477,0.07,0.375,C2,27003
ID55915,0.42692115,0.11,0.509615385,C8,8794
ID55916,0.180016139,0.11,0.403846154,C8,8794
ID55917,0.729788495,0.05,0.557692308,C9,17804
ID55918,1.224224523,0.11,0.423076923,C8,8794
ID55919,0.070373593,0.08,0.519230769,C10,73430
ID55920,1.068844942,0.03,0.586538462,C3,4076
ID55921,0.129145537,0.07,0.413461538,C3,4076
ID55922,0.124064773,0.01,0.403846154,C7,6112
ID55923,1.162724765,0.09,0.596153846,C5,34738
ID55924,0.71859704,0.06,0.442307692,C14,7788
ID55925,1.237294468,0.11,0.798076923,C12,34791
ID55926,0.080755506,0.05,0.586538462,C5,34738
ID55927,0.72189139,0.14,0.336538462,C3,4076
ID55928,1.230313918,0.03,0.442307692,C2,27003
ID55929,1.015564025,0.1,0.634615385,C2,27003
ID55930,1.048441061,0.01,0.519230769,C19,27742
ID55931,0.864451547,0.04,0.375,C1,4990
ID55932,0.171451974,0,0.567307692,C3,4076
ID55933,1.126249666,0.2,0.423076923,C7,6112
ID55934,0.236222197,0.08,0.336538462,C8,8794
ID55935,0.683678304,0.08,0.557692308,C14,7788
ID55936,0.288114915,0.02,0.5,C3,4076
ID55937,0.347238622,0.05,0.326923077,C2,27003
ID55938,1.062044535,0.07,0.461538462,C8,8794
ID55939,0.094501638,0.03,0.548076923,C5,34738
ID55940,0.758596111,0.01,0.394230769,C3,4076
ID55941,1.051752785,0.01,0.528846154,C13,5410
